user_id	item_id	timestamp	correct	skill_id
2	13838	0	1	22
2	5699	0	1	51
2	5096	0	0	110
2	5140	0	0	110
2	5072	0	1	110
2	5099	0	1	110
2	5091	0	1	110
2	5810	0	0	99
2	5819	0	1	99
2	5861	0	0	99
2	5862	0	1	99
2	5816	0	1	99
2	5837	0	0	99
2	2766	0	1	131
2	2801	0	0	131
2	2756	0	1	131
2	5337	0	1	95
2	5970	0	0	100
2	6026	0	0	100
2	6001	0	0	100
2	5976	0	1	100
2	6014	0	0	100
2	7539	0	1	83
2	1445	0	1	83
2	7303	0	0	42
2	10748	0	1	42
2	10718	0	1	42
2	10715	0	1	42
2	1634	0	1	41
2	8156	0	1	39
2	3294	0	1	39
2	607	0	1	82
2	609	0	1	82
2	629	0	1	82
2	623	0	1	82
2	628	0	1	82
2	7764	0	1	88
2	7268	0	1	93
2	7245	0	1	93
2	7384	0	1	93
2	7849	0	1	93
2	7944	0	0	93
2	7895	0	0	93
2	7964	0	1	93
2	7961	0	1	93
2	7898	0	1	93
2	3699	0	1	93
2	9425	0	0	104
2	9246	0	0	105
2	9261	0	0	102
2	9245	0	1	105
2	9247	0	1	105
2	9324	0	1	102
2	7700	0	0	76
2	7693	0	0	76
2	7683	0	1	76
2	7462	0	1	76
2	7684	0	1	76
2	10055	0	0	43
2	10037	0	1	43
2	10009	0	1	43
2	10087	0	1	43
2	8810	0	0	81
2	8738	0	1	81
2	8792	0	1	81
2	8741	0	1	81
2	1796	0	0	40
2	1807	0	1	40
2	1795	0	1	40
2	1812	0	1	40
2	1839	0	1	40
2	1172	0	1	63
2	3652	0	0	72
2	3579	0	0	72
2	3659	0	1	72
2	3664	0	0	72
2	3621	0	1	72
2	9112	0	0	66
2	9196	0	0	66
2	9134	0	1	66
2	9024	0	1	66
2	9051	0	0	66
2	9156	0	0	66
2	9065	0	1	66
2	9186	0	1	66
2	9145	0	1	66
2	9131	0	1	66
2	11217	0	1	40
2	11324	0	1	40
2	10987	0	1	42
2	8073	0	0	78
2	8030	0	1	78
2	8041	0	1	78
2	8045	0	1	78
2	8016	0	0	78
2	8024	0	1	78
2	8015	0	1	78
2	8005	0	1	78
2	1221	0	1	88
2	3875	0	1	89
2	4236	0	1	88
2	14058	0	1	87
2	14068	0	1	87
2	14049	0	1	87
2	14036	0	1	87
2	14071	0	1	87
2	4150	0	1	87
2	1327	0	1	85
2	4474	0	1	85
2	6641	0	1	86
2	6741	0	0	86
2	6738	0	0	86
2	6618	0	0	86
2	6666	0	0	86
2	6589	0	1	86
2	6727	0	1	86
2	7183	0	1	23
2	4639	0	0	24
2	4640	0	0	24
2	4641	0	0	24
2	968	0	1	24
2	4660	0	1	24
2	967	0	1	24
2	823	0	0	23
2	818	0	0	23
2	826	0	0	23
2	844	0	1	23
2	834	0	1	23
2	4867	0	1	76
2	9573	0	1	65
2	9951	0	1	84
2	1566	0	1	42
2	5207	0	1	111
2	9750	0	1	63
2	5742	0	1	106
2	10735	0	1	73
2	7089	0	1	73
2	7061	0	1	73
2	7097	0	1	73
2	7081	0	1	73
2	7088	0	1	73
2	4889	0	0	70
2	4899	0	1	70
2	4904	0	1	70
2	4900	0	1	70
2	3207	0	0	70
2	3228	0	0	70
2	7434	0	0	71
2	9039	0	1	66
2	7019	0	0	80
2	7010	0	0	80
2	7057	0	0	80
2	7635	0	1	67
2	7642	0	1	67
2	15498	0	0	67
2	7646	0	1	67
2	7654	0	1	67
2	6773	0	1	107
2	6785	0	0	10
2	880	0	0	23
2	881	0	1	23
2	882	0	1	23
2	883	0	0	23
2	2849	0	1	130
2	2848	0	1	130
2	2793	0	0	131
2	2836	0	1	129
2	2835	0	1	129
2	12038	0	1	121
2	12017	0	0	122
2	14010	0	0	22
2	14011	0	0	22
2	14012	0	0	22
2	14013	0	1	22
2	13950	0	0	22
2	13842	0	1	22
2	13962	0	1	22
2	13818	0	0	22
2	13819	0	0	22
2	13820	0	1	22
2	13821	0	1	22
2	14369	0	1	21
2	14592	0	1	21
2	14612	0	1	21
2	14622	0	1	21
2	14349	0	0	21
2	14350	0	0	21
2	14447	0	1	21
2	14577	0	0	21
2	14578	0	1	21
2	14398	0	1	54
2	14551	0	1	54
2	14482	0	1	21
2	14587	0	1	21
2	14537	0	1	21
2	496	0	1	137
2	2726	0	0	137
2	2736	0	1	137
2	522	0	1	137
2	517	0	0	137
2	11420	0	0	60
2	8254	0	0	95
2	8259	0	0	95
2	8235	0	1	95
2	13564	0	1	95
2	8257	0	1	95
2	13559	0	1	95
2	8266	0	1	95
2	8406	0	1	70
3	14482	0	0	21
3	14484	0	1	21
3	14485	0	1	21
3	14486	0	1	21
3	14492	0	1	21
3	14537	0	0	21
3	14539	0	1	21
3	14540	0	1	21
3	14541	0	1	21
3	14422	0	1	21
3	14542	0	1	54
3	14567	0	1	21
3	14577	0	1	21
3	14512	0	0	21
3	14514	0	1	21
3	14515	0	1	21
3	14516	0	1	21
3	14389	0	1	21
3	14507	0	0	21
3	14509	0	1	21
3	14510	0	1	21
3	14511	0	1	21
3	14467	0	1	21
3	14607	0	1	21
4	17252	0	0	21
4	17281	0	0	21
4	17295	0	0	21
4	17275	0	0	21
4	17291	0	1	21
4	17254	0	0	21
4	17313	0	0	21
4	17366	0	1	21
4	17348	0	1	21
4	17363	0	1	21
7	1466	0	1	83
7	1446	0	1	83
7	1459	0	1	75
7	1437	0	1	83
7	1430	0	1	83
7	7503	0	1	64
7	7506	0	1	64
7	7272	0	1	83
7	7254	0	1	75
7	7512	0	1	75
8	1444	0	0	83
8	1478	0	1	75
8	1471	0	1	75
8	1460	0	1	83
8	1472	0	0	75
8	1437	0	0	83
8	1449	0	1	83
8	1453	0	1	83
8	1473	0	1	75
8	1430	0	0	83
8	7533	0	1	64
8	7239	0	1	64
8	7514	0	1	75
8	7532	0	1	64
8	7524	0	1	75
8	1483	0	1	75
8	1466	0	1	83
8	1456	0	1	75
8	1457	0	1	75
8	1459	0	1	75
9	7235	0	1	64
9	7523	0	1	75
9	7507	0	1	75
9	7514	0	1	75
9	7537	0	1	83
9	1473	0	1	75
9	1460	0	1	83
9	1445	0	1	83
9	1462	0	1	75
9	1458	0	1	75
12	7545	0	1	83
12	1425	0	1	83
12	1633	0	0	41
12	1620	0	1	41
12	1639	0	1	41
12	1642	0	1	41
12	2915	0	0	123
12	2931	0	0	123
12	2971	0	0	123
12	2927	0	0	123
12	2961	0	1	123
12	69	0	0	124
12	109	0	0	124
12	110	0	0	124
12	101	0	0	124
12	111	0	1	124
12	155	0	0	141
12	160	0	0	141
12	131	0	0	141
12	2998	0	1	142
12	2976	0	0	142
12	3122	0	0	136
12	3050	0	0	133
12	3027	0	0	136
12	3085	0	0	134
12	3086	0	1	134
12	191	0	0	125
12	197	0	0	125
12	203	0	1	125
12	187	0	0	125
12	2952	0	1	123
12	85	0	0	124
12	114	0	0	124
12	118	0	1	124
12	67	0	0	124
12	86	0	0	124
12	113	0	1	124
12	106	0	1	124
12	70	0	0	124
12	169	0	1	141
12	2994	0	1	142
12	3039	0	1	133
12	212	0	0	125
12	192	0	1	125
12	211	0	1	125
12	207	0	0	125
12	209	0	1	125
12	201	0	1	125
12	204	0	1	125
12	3123	0	0	128
12	222	0	1	126
12	3133	0	1	128
12	3139	0	1	128
12	545	0	1	132
12	527	0	1	132
12	572	0	1	131
12	561	0	1	131
12	586	0	1	129
12	582	0	0	129
12	780	0	1	130
12	791	0	0	130
12	781	0	1	130
12	796	0	0	130
12	785	0	1	130
12	2916	0	1	123
12	2917	0	1	123
12	83	0	0	124
12	82	0	1	124
12	73	0	1	124
12	86	0	1	124
12	2974	0	1	142
12	2998	0	1	142
12	3025	0	0	136
12	3100	0	0	136
12	3011	0	1	136
12	3048	0	1	133
12	3042	0	1	133
12	241	0	1	126
12	3125	0	1	128
12	519	0	1	137
12	2738	0	1	137
12	533	0	1	132
12	536	0	1	132
12	2798	0	0	131
12	2793	0	1	131
12	2778	0	1	131
12	2812	0	1	131
12	2824	0	1	129
12	2831	0	1	129
12	2863	0	1	130
12	2853	0	1	130
12	1027	0	0	140
12	998	0	0	140
12	1004	0	1	140
12	1025	0	1	140
12	1018	0	1	140
12	1087	0	0	148
12	1038	0	1	148
12	1124	0	0	147
12	1100	0	1	147
12	1102	0	1	147
12	13878	0	0	22
12	13879	0	0	22
12	13880	0	0	22
12	13881	0	1	22
12	13998	0	0	22
12	13962	0	0	22
12	13963	0	0	22
12	13964	0	1	22
12	13965	0	0	22
12	13986	0	0	22
12	13854	0	0	22
12	14642	0	0	21
12	14643	0	1	21
12	14522	0	0	21
12	14523	0	0	21
12	14401	0	0	54
12	14427	0	0	21
12	14429	0	1	21
12	14430	0	1	21
12	14431	0	1	21
12	14354	0	0	21
12	14356	0	1	21
12	78	0	0	124
12	88	0	1	124
12	76	0	1	124
12	782	0	1	130
12	1051	0	1	148
12	13942	0	0	22
12	13974	0	0	22
12	14002	0	0	22
12	14003	0	1	22
12	14004	0	0	22
12	14005	0	0	22
12	13826	0	1	22
12	13938	0	0	22
12	13939	0	1	22
12	13940	0	0	22
12	13941	0	0	22
12	13866	0	0	22
12	14018	0	1	22
12	13922	0	1	22
12	14357	0	1	21
12	14358	0	1	21
12	14447	0	0	21
12	14448	0	1	21
12	14577	0	1	21
12	14349	0	0	21
12	14350	0	1	21
12	14602	0	0	21
12	14603	0	1	21
12	14400	0	1	54
12	14399	0	1	54
12	14543	0	1	54
12	14572	0	1	21
12	14422	0	1	21
12	14232	0	0	22
12	14233	0	0	22
12	14234	0	0	22
12	14235	0	1	22
12	14141	0	1	22
12	14337	0	1	22
12	14316	0	1	22
12	14134	0	1	22
12	14197	0	1	22
12	1931	0	0	18
12	1917	0	0	18
12	1919	0	0	18
12	1926	0	0	18
12	1932	0	1	18
12	1938	0	0	2
12	1941	0	1	2
12	1977	0	0	2
12	1972	0	1	2
12	1947	0	1	2
12	2159	0	0	2
12	2104	0	0	2
12	2096	0	0	2
12	2123	0	0	2
12	2070	0	0	2
12	13930	0	1	22
12	1915	0	0	18
12	1909	0	1	18
12	2034	0	0	2
12	2033	0	1	2
12	2060	0	1	2
12	3318	0	0	15
12	3319	0	0	15
12	3320	0	0	15
12	3321	0	0	15
12	2392	0	1	61
12	2535	0	0	138
12	2483	0	0	138
12	2532	0	0	138
12	2485	0	0	138
12	2505	0	0	138
12	2595	0	0	138
12	2421	0	1	138
12	2590	0	0	138
12	2588	0	1	138
12	2582	0	1	138
12	2568	0	0	138
12	2546	0	1	138
12	2552	0	1	138
12	2577	0	1	138
12	2679	0	0	138
12	2658	0	1	138
12	2650	0	1	138
12	2649	0	1	138
12	3216	0	0	70
12	3213	0	0	70
12	3214	0	1	70
12	3215	0	1	70
12	3182	0	0	70
12	14681	0	0	71
13	3525	0	1	84
13	1617	0	1	41
13	1509	0	1	39
13	1631	0	1	41
13	1720	0	1	40
13	5218	0	1	111
13	7259	0	1	75
13	1439	0	1	83
13	1626	0	1	41
13	7641	0	1	67
13	15471	0	1	67
13	15470	0	1	67
13	7640	0	1	67
13	15480	0	1	67
13	7271	0	1	83
13	1451	0	1	83
13	10784	0	1	42
13	1633	0	0	41
13	11887	0	1	98
13	10535	0	1	99
13	8160	0	1	39
13	3291	0	0	39
13	3295	0	1	39
13	3297	0	1	39
13	3288	0	1	39
13	8731	0	1	81
13	625	0	1	82
13	618	0	1	82
13	628	0	0	82
13	5656	0	0	51
13	5681	0	1	51
13	5657	0	0	51
13	5676	0	1	51
13	5659	0	1	51
13	7384	0	1	93
13	7269	0	1	93
13	7292	0	1	93
13	4627	0	1	24
13	7642	0	1	67
13	7658	0	1	67
13	15475	0	0	67
13	7670	0	1	67
13	15473	0	1	67
13	7651	0	1	67
13	7653	0	1	67
13	7649	0	1	67
15	10763	0	0	42
15	7314	0	0	42
15	10777	0	0	42
15	7311	0	0	42
15	10784	0	0	42
15	7308	0	0	42
15	10800	0	0	42
15	1623	0	0	41
15	1641	0	0	41
15	1626	0	0	41
15	549	0	0	132
15	539	0	1	132
15	546	0	1	132
15	528	0	1	132
15	570	0	0	131
15	562	0	1	131
15	555	0	1	131
15	566	0	1	131
15	779	0	0	130
15	794	0	1	130
15	797	0	1	130
15	783	0	1	130
15	3026	0	0	136
15	3054	0	0	133
15	3081	0	0	134
15	3094	0	0	136
15	1441	0	1	83
15	10754	0	1	42
15	1641	0	1	41
15	8181	0	1	39
15	3274	0	1	39
15	619	0	1	82
15	622	0	1	82
15	603	0	1	82
15	610	0	1	82
15	611	0	1	82
15	7736	0	1	88
15	7322	0	1	93
15	7222	0	1	93
15	7242	0	1	93
15	7783	0	1	93
15	7918	0	1	93
15	3717	0	1	93
15	9418	0	0	104
15	1142	0	1	63
15	10056	0	1	43
15	4312	0	1	88
15	7458	0	1	76
15	8723	0	0	81
15	8799	0	1	81
15	8714	0	1	81
15	8720	0	1	81
15	1811	0	1	40
15	1840	0	1	40
15	3595	0	0	72
15	3592	0	1	72
15	3587	0	1	72
15	3572	0	1	72
15	14675	0	1	71
15	14682	0	1	71
15	14659	0	1	71
15	9070	0	1	66
15	9066	0	0	66
15	9039	0	1	66
15	9112	0	1	66
15	9189	0	1	66
15	9047	0	1	66
15	9162	0	1	66
15	11209	0	1	40
15	11419	0	0	60
15	11297	0	1	40
15	11389	0	1	40
15	11294	0	1	40
15	10998	0	1	42
15	8067	0	1	78
15	8062	0	1	78
15	8006	0	0	78
15	8026	0	1	78
15	8011	0	0	78
15	8003	0	1	78
15	7997	0	1	78
15	8009	0	1	78
15	1684	0	1	77
15	8560	0	1	77
15	1730	0	1	40
15	3877	0	1	89
15	1230	0	1	88
15	14073	0	1	87
15	14051	0	1	87
15	14060	0	1	87
15	14061	0	1	87
15	14067	0	1	87
15	4138	0	1	87
15	1384	0	1	85
15	4482	0	1	85
16	1792	0	1	40
16	615	0	0	82
16	625	0	1	82
16	606	0	1	82
16	603	0	1	82
16	11284	0	1	40
16	7528	0	1	64
16	1445	0	1	83
16	1634	0	0	41
16	1640	0	0	41
16	1614	0	0	41
16	1641	0	1	41
16	1629	0	1	41
16	8177	0	1	39
16	630	0	1	82
16	618	0	1	82
16	605	0	1	82
16	626	0	1	82
16	610	0	1	82
16	1508	0	1	39
16	7756	0	1	88
16	7321	0	1	93
16	7370	0	1	93
16	7329	0	1	93
16	7778	0	1	93
16	3719	0	0	93
16	3704	0	1	93
16	3717	0	0	93
16	3722	0	0	93
16	3713	0	1	93
16	8731	0	1	81
16	1181	0	1	63
16	7655	0	1	67
16	15474	0	1	67
16	7661	0	0	67
16	7668	0	0	67
16	15471	0	1	67
16	7631	0	1	67
16	7628	0	1	67
16	7665	0	1	67
16	15475	0	1	67
16	2002	0	1	2
16	13794	0	0	22
16	13795	0	1	22
16	13796	0	1	22
16	13797	0	0	22
16	838	0	1	23
16	7524	0	0	75
16	7560	0	1	75
16	7576	0	0	75
16	7536	0	1	64
16	7257	0	1	75
16	7271	0	1	83
16	1484	0	1	75
16	10750	0	1	42
16	1619	0	1	41
16	8152	0	1	39
16	1506	0	0	39
16	1492	0	1	39
16	1486	0	1	39
16	3280	0	1	39
16	3289	0	1	39
16	601	0	1	82
16	602	0	1	82
16	609	0	1	82
16	615	0	1	82
16	605	0	1	82
16	7750	0	0	88
16	7714	0	0	88
16	7748	0	1	88
16	7738	0	1	88
16	7751	0	1	88
16	7371	0	1	93
16	7347	0	1	93
16	7284	0	1	93
16	7821	0	1	93
16	7872	0	0	93
16	7897	0	1	93
16	7887	0	1	93
16	7882	0	1	93
16	3717	0	1	93
16	9362	0	1	104
16	7176	0	0	76
16	7216	0	0	76
16	7686	0	1	76
16	7987	0	1	76
16	7982	0	0	76
16	7674	0	1	76
16	10020	0	1	43
16	8736	0	1	81
16	1795	0	1	40
16	1815	0	1	40
16	1146	0	1	63
16	3638	0	0	72
16	3648	0	0	72
16	3590	0	1	72
16	3682	0	1	72
16	3591	0	1	72
16	14670	0	1	71
16	14660	0	1	71
16	14676	0	1	71
16	9046	0	1	66
16	9132	0	0	66
16	9026	0	0	66
16	9064	0	1	66
16	9119	0	1	66
16	9162	0	1	66
16	9200	0	1	66
16	9054	0	1	66
16	11030	0	1	40
16	11363	0	1	40
16	10977	0	1	42
16	8066	0	1	78
16	8044	0	1	78
16	7998	0	0	78
16	8014	0	1	78
16	8000	0	1	78
16	7994	0	1	78
16	1695	0	1	77
16	8563	0	1	77
16	1778	0	1	40
16	4003	0	0	89
16	3880	0	1	89
16	3899	0	1	89
16	3888	0	1	89
16	1250	0	1	88
16	4375	0	1	88
16	14034	0	1	87
16	14064	0	1	87
16	14045	0	1	87
16	14066	0	1	87
16	14044	0	1	87
16	4172	0	1	87
16	1320	0	1	85
16	4470	0	1	85
16	6556	0	1	86
16	6643	0	1	86
16	6702	0	1	86
16	6582	0	1	86
16	6650	0	1	86
16	7424	0	1	23
16	4669	0	0	24
16	4670	0	1	24
16	4671	0	1	24
16	974	0	1	24
16	4618	0	1	24
16	4633	0	1	24
16	820	0	1	23
16	940	0	0	23
16	941	0	1	23
16	942	0	1	23
16	943	0	1	23
16	880	0	1	23
16	7110	0	1	73
16	7083	0	1	73
16	7094	0	1	73
16	7088	0	1	73
16	7091	0	1	73
16	4875	0	0	76
16	4853	0	1	76
16	4856	0	1	76
16	4872	0	1	76
16	9551	0	1	65
16	4900	0	1	70
16	3234	0	1	70
16	3238	0	0	70
16	3188	0	1	70
16	3202	0	1	70
16	3204	0	1	70
17	1615	0	1	41
17	1513	0	1	39
17	1705	0	1	40
17	1496	0	1	39
17	1668	0	1	77
17	1642	0	1	41
17	601	0	1	82
17	1545	0	1	42
17	1832	0	0	40
17	1863	0	1	40
17	1859	0	1	40
17	1814	0	1	40
17	11327	0	1	40
17	10946	0	1	42
17	7313	0	1	42
17	3525	0	1	84
17	5216	0	1	111
17	11155	0	1	40
17	7536	0	0	64
17	7522	0	1	75
17	7272	0	0	83
17	7550	0	1	83
17	7506	0	1	64
17	7279	0	1	83
17	1636	0	1	41
17	1446	0	1	83
17	8310	0	0	39
17	8146	0	1	39
17	8215	0	0	39
17	8164	0	1	39
17	8299	0	1	39
17	8300	0	1	39
17	3295	0	1	39
17	613	0	1	82
17	608	0	1	82
17	626	0	1	82
17	614	0	1	82
17	618	0	1	82
17	7749	0	0	88
17	7721	0	0	88
17	7748	0	1	88
17	7759	0	1	88
17	7756	0	0	88
17	7735	0	1	88
17	7755	0	1	88
17	7240	0	1	93
17	7224	0	1	93
17	7352	0	1	93
17	7844	0	1	93
17	7944	0	0	93
17	7930	0	1	93
17	7911	0	1	93
17	7903	0	1	93
17	3696	0	0	93
17	3707	0	1	93
17	7713	0	1	88
17	3712	0	1	93
17	3720	0	0	93
17	3710	0	1	93
17	3713	0	1	93
17	3705	0	1	93
17	9321	0	0	102
17	9260	0	1	102
17	9362	0	1	104
17	9363	0	0	104
17	9361	0	1	104
17	9302	0	1	102
17	9325	0	1	102
17	7171	0	0	76
17	7696	0	0	76
17	7674	0	1	76
17	7978	0	1	76
17	7177	0	1	76
17	10078	0	1	43
17	8788	0	1	81
17	1802	0	0	40
17	1811	0	1	40
17	1807	0	1	40
17	1797	0	1	40
17	1868	0	1	40
17	1158	0	1	63
17	3604	0	0	72
17	3674	0	0	72
17	3599	0	0	72
17	3620	0	1	72
17	3593	0	0	72
17	14659	0	1	71
17	3569	0	1	72
17	3596	0	0	72
17	3576	0	1	72
17	3642	0	0	72
17	3579	0	0	72
17	3678	0	1	72
17	3685	0	1	72
17	3641	0	1	72
17	14657	0	1	71
17	14677	0	1	71
17	9044	0	1	66
17	9118	0	1	66
17	9196	0	0	66
17	9027	0	0	66
17	9065	0	1	66
17	9169	0	0	66
17	9189	0	1	66
17	9045	0	0	66
17	9135	0	1	66
17	9170	0	1	66
17	7306	0	1	42
17	11018	0	1	40
17	11394	0	1	40
17	10867	0	1	42
17	8043	0	0	78
17	8075	0	1	78
17	8065	0	1	78
17	8048	0	1	78
17	7997	0	1	78
17	8003	0	1	78
17	1700	0	1	77
17	8596	0	0	77
17	8571	0	0	77
17	8541	0	1	77
17	8517	0	1	77
17	8526	0	1	77
17	1722	0	1	40
17	3861	0	0	89
17	3870	0	1	89
17	4020	0	1	89
17	3888	0	1	89
17	1278	0	1	88
17	4301	0	1	88
17	7532	0	1	64
17	1455	0	1	75
17	10723	0	1	42
17	1619	0	1	41
17	8173	0	1	39
17	2866	0	1	130
17	2860	0	1	130
17	547	0	0	132
17	548	0	1	132
17	541	0	1	132
17	533	0	1	132
17	8580	0	0	77
18	1630	0	1	41
18	1514	0	1	39
18	1775	0	1	40
18	3273	0	1	39
18	1647	0	1	77
18	1627	0	1	41
18	630	0	1	82
18	1529	0	1	42
18	1841	0	1	40
18	11365	0	1	40
18	10967	0	1	42
18	10798	0	1	42
18	3510	0	1	84
18	5208	0	1	111
18	11025	0	1	40
18	7550	0	1	83
18	1431	0	1	83
18	1621	0	1	41
18	12349	0	0	36
18	12330	0	0	38
18	12363	0	0	36
18	7528	0	0	64
18	7532	0	1	64
18	7251	0	1	75
18	7502	0	1	64
18	1456	0	0	75
18	1454	0	0	83
18	1478	0	1	75
18	1452	0	1	83
18	1477	0	1	75
18	10758	0	0	42
18	7315	0	0	42
18	10759	0	1	42
18	10760	0	1	42
18	10753	0	0	42
18	7301	0	1	42
18	10783	0	1	42
18	1617	0	1	41
18	608	0	1	82
18	623	0	1	82
18	613	0	1	82
18	601	0	1	82
18	622	0	1	82
18	7735	0	1	88
18	7357	0	1	93
18	7387	0	1	93
18	7341	0	1	93
18	7835	0	1	93
18	7962	0	1	93
18	3704	0	1	93
18	10767	0	0	42
18	10772	0	1	42
18	10025	0	1	43
18	8802	0	1	81
18	3602	0	0	72
18	11036	0	1	40
18	11413	0	1	60
18	10899	0	1	42
18	9070	0	0	66
18	7457	0	0	76
18	14669	0	1	71
18	14671	0	1	71
18	14670	0	1	71
18	8584	0	1	77
18	1676	0	0	77
18	1696	0	0	77
18	1697	0	1	77
18	1730	0	1	40
18	8001	0	0	78
18	8019	0	1	78
18	8014	0	1	78
18	8006	0	1	78
18	1286	0	1	88
18	4234	0	1	88
18	14035	0	1	87
18	14046	0	1	87
18	14058	0	1	87
18	14071	0	1	87
18	14069	0	1	87
18	4039	0	1	87
18	1361	0	1	85
18	4455	0	1	85
18	6565	0	0	86
18	6550	0	0	86
18	7425	0	1	23
18	4651	0	0	24
18	4652	0	0	24
18	7096	0	0	73
18	7076	0	1	73
18	7077	0	1	73
18	7084	0	1	73
18	7104	0	1	73
18	7085	0	1	73
18	4880	0	0	76
18	4876	0	1	76
18	4867	0	1	76
18	4874	0	1	76
18	4888	0	1	70
18	9987	0	0	84
18	9993	0	1	84
18	9950	0	1	84
18	9971	0	1	84
18	7648	0	0	67
18	15475	0	0	67
18	8450	0	0	70
19	1636	0	1	41
19	3298	0	1	39
19	1782	0	1	40
19	3301	0	1	39
19	1696	0	1	77
19	1620	0	1	41
19	603	0	1	82
19	1589	0	1	42
19	1854	0	1	40
19	10795	0	1	42
19	10968	0	1	42
19	3512	0	1	84
19	11115	0	0	40
19	11116	0	0	40
19	11117	0	1	40
19	11210	0	1	40
19	11217	0	1	40
19	11166	0	1	40
19	5215	0	1	111
19	7230	0	1	64
19	1479	0	1	75
19	1641	0	0	41
19	1636	0	1	41
19	1633	0	1	41
19	1616	0	1	41
19	8220	0	1	39
19	1505	0	1	39
19	618	0	1	82
19	613	0	0	82
19	617	0	1	82
19	627	0	1	82
19	603	0	1	82
19	605	0	1	82
19	629	0	1	82
19	7741	0	1	88
19	7228	0	1	93
19	7356	0	1	93
19	7284	0	1	93
19	7829	0	1	93
19	7936	0	0	93
19	3715	0	1	93
19	9380	0	0	104
19	9289	0	0	102
19	7174	0	0	76
19	7214	0	1	76
19	7976	0	1	76
19	7979	0	1	76
19	10040	0	1	43
19	8768	0	1	81
19	1811	0	1	40
19	1875	0	1	40
19	1178	0	1	63
19	3622	0	1	72
19	9040	0	0	66
19	9147	0	0	66
19	9056	0	1	66
19	9183	0	1	66
19	9060	0	0	66
19	9047	0	1	66
19	9068	0	0	66
19	9058	0	1	66
19	9156	0	1	66
19	9166	0	1	66
19	10763	0	1	42
19	11161	0	1	40
19	11358	0	1	40
19	11002	0	1	42
19	8033	0	0	78
19	8076	0	1	78
19	8054	0	1	78
19	8037	0	1	78
19	8016	0	0	78
19	8019	0	0	78
19	8005	0	1	78
19	8011	0	1	78
19	8014	0	1	78
19	1664	0	1	77
19	8524	0	1	77
19	1731	0	1	40
19	3885	0	0	89
19	3869	0	1	89
19	4011	0	1	89
19	4007	0	1	89
19	1292	0	1	88
19	4181	0	1	88
19	14045	0	1	87
19	14048	0	1	87
19	14060	0	1	87
19	14037	0	1	87
19	14073	0	1	87
19	4130	0	1	87
19	3987	0	1	87
19	4120	0	1	87
19	539	0	1	132
19	3807	0	1	68
19	4584	0	1	138
19	2605	0	0	138
19	2595	0	1	138
19	2549	0	0	138
19	2548	0	1	138
19	2555	0	1	138
19	2681	0	0	138
19	2694	0	1	138
19	2609	0	0	138
19	2668	0	0	138
19	2716	0	0	138
19	3394	0	0	15
19	3395	0	0	15
19	3396	0	0	15
19	3397	0	0	15
19	3342	0	1	57
19	3402	0	0	15
19	3403	0	0	15
19	3404	0	1	15
19	3405	0	0	15
19	3374	0	0	15
19	3375	0	0	15
19	3376	0	0	15
19	3377	0	0	15
19	7257	0	1	75
19	1466	0	1	83
19	10799	0	0	42
19	10750	0	1	42
19	10714	0	1	42
19	10744	0	1	42
